ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,best_theme,best_score
AAPL,2021,0.10007483316902938,0.09005407841842988,0.08170086356596211,0.11886293324460522,0.1926381068557477,0.12288489975180687,theme_4,0.1926381068557477
ABBV,2021,1.3624149173216636e-308,1.0,2.056773603167859e-308,1.3779722850296725e-308,1.617126723487739e-308,1.2386305348519623e-308,theme_1,1.0
ABT,2021,1.266677076199919e-308,1.0,2.104853576149605e-308,1.275002571021095e-308,1.3656197185460725e-308,1.1128855693679756e-308,theme_1,1.0
ACN,2021,0.15382612696723336,0.09691102912732562,0.1488645455777797,0.2972898717768302,0.12608744072578632,0.12124679779364407,theme_3,0.2972898717768302
ADBE,2021,0.099329667546816,0.08742817512286512,0.08331527205923038,0.13274673998113437,0.20741481178467538,0.18962971405997375,theme_4,0.20741481178467538
AMD,2021,1.9781036434403156e-308,1.606010851892538e-308,2.090839343618243e-308,1.0,1.915253759807168e-308,2.1729581735977355e-308,theme_3,1.0
AMZN,2021,1.475371703593282e-308,1.38205770911171e-308,1.662668133974691e-308,2.370438355523164e-308,2.405166292482523e-308,1.0,theme_5,1.0
AVGO,2021,2.130821076401632e-308,1.5224969960205656e-308,2.6025103443912906e-308,1.0,1.9075461087368767e-308,2.7425682866053647e-308,theme_3,1.0
BAC,2021,0.11612920470633704,0.08570182661803011,0.20881990242298804,0.13817852315173748,0.10323173108168496,0.13865777093905984,theme_2,0.20881990242298804
BRK-B,2021,0.09686037206352915,0.04365315293756806,0.07312622554167846,0.0906833166914879,0.052244371032030924,0.061702133084803434,theme_0,0.09686037206352915
COST,2021,2.284813581255746e-308,1.554144953723824e-308,2.559351632684535e-308,1.0,1.730215911705093e-308,2.0509680724620335e-308,theme_3,1.0
CRM,2021,0.09140918502464504,0.08496111894031827,0.09294428768530343,0.12114734622754185,0.2955713699502941,0.16454827480940123,theme_4,0.2955713699502941
CSCO,2021,0.11595412101824264,0.10405260107064838,0.10355086877069739,0.1778578427189309,0.21231182444539387,0.11508612020390915,theme_4,0.21231182444539387
CVX,2021,1.920270893424895e-308,1.6955569677461636e-308,1.0,2.6029954350841493e-308,1.4460648547120847e-308,2.043484318553876e-308,theme_2,1.0
DIS,2021,0.10934560004777981,0.11505519188070155,0.11098635045367211,0.19085331276345466,0.20189990216042566,0.13625449697318015,theme_4,0.20189990216042566
GE,2021,1.0,1.320908966162201e-308,1.6489219703232003e-308,1.9623127786024795e-308,1.43180442411357e-308,1.289151779890279e-308,theme_0,1.0
GOOGL,2021,1.550321878705466e-308,1.42906427710989e-308,1.2919926643111894e-308,1.7311600199944427e-308,1.0,2.3069644732677547e-308,theme_4,1.0
GS,2021,0.06661213453130527,0.047476913494000725,0.055089281650752976,0.06376120301475255,0.10229525253578013,0.06119101114145593,theme_4,0.10229525253578013
HD,2021,0.10242464056301845,0.11457800582342444,0.08823889582612515,0.0934034650320136,0.07878110849047873,0.05642463903278393,theme_1,0.11457800582342444
IBM,2021,0.10162264349148208,0.08049615364706493,0.11390508711813724,0.1343332498760721,0.16161146931284132,0.31587830054108884,theme_5,0.31587830054108884
INTU,2021,1.481208118250623e-308,1.2767729418562303e-308,1.732408082331695e-308,2.2077439918931097e-308,2.1956418095742816e-308,1.0,theme_5,1.0
JNJ,2021,0.07242234155585338,0.561460329349703,0.12720033616405915,0.0687600636944421,0.06988909934186012,0.05923936747470614,theme_1,0.561460329349703
JPM,2021,0.06533727660939781,0.05125806136337634,0.05558240744003103,0.06330211110382863,0.10186103872516192,0.05392608076124566,theme_4,0.10186103872516192
KO,2021,2.2770502522130916e-308,1.664656670378115e-308,2.00974903562414e-308,1.0,1.9750312020711076e-308,1.9078860405181367e-308,theme_3,1.0
LIN,2021,1.7967876057322484e-308,2.3804367624673264e-308,1.0,1.962723093198019e-308,1.515586124221698e-308,1.69775953078455e-308,theme_2,1.0
LLY,2021,0.10574138587104641,0.15162936177319655,0.10430855459259258,0.16145747883356354,0.1946276748628139,0.11104892229460935,theme_4,0.1946276748628139
MA,2021,1.582631820825004e-308,1.619906738361178e-308,1.3219580073197716e-308,1.869596777226376e-308,1.0,1.988628064139373e-308,theme_4,1.0
MCD,2021,1.0,1.152011596431321e-308,1.517372113672841e-308,1.7651434469830846e-308,1.310522577438962e-308,1.2449778853603155e-308,theme_0,1.0
META,2021,0.1313773240639143,0.080555237350778,0.10540235250936432,0.2435926225561016,0.14415936095345333,0.14134488904726483,theme_3,0.2435926225561016
MRK,2021,1.3610722250227257e-308,1.0,1.9448363533088905e-308,1.472210026395996e-308,1.6182998698939723e-308,1.1746797920587387e-308,theme_1,1.0
MS,2021,1.0,1.279458654957059e-308,1.5355726539519277e-308,1.653909289668979e-308,1.338253012814296e-308,1.2733114392090254e-308,theme_0,1.0
MSFT,2021,0.11380050934557435,0.07021185313426859,0.11776592295664659,0.18121793714960016,0.11901195464431193,0.19274999687328356,theme_5,0.19274999687328356
NEE,2021,0.15154120537089077,0.12442785603297463,0.13014074121515232,0.31585073644302364,0.143035928316851,0.10967637598652827,theme_3,0.31585073644302364
NFLX,2021,0.10835146823068045,0.08317144920655509,0.07963407261311052,0.13320013482958284,0.2648153964699502,0.13069185920481594,theme_4,0.2648153964699502
NVDA,2021,0.1127269177799567,0.08871113910360158,0.12933220513968127,0.3684544414429606,0.11490755297994103,0.18426133101757577,theme_3,0.3684544414429606
ORCL,2021,1.4139585227463413e-308,1.495558151855606e-308,1.3286548037245197e-308,1.6510812998248087e-308,1.0,2.286302076023995e-308,theme_4,1.0
PEP,2021,0.1514310992746278,0.10270710638868673,0.11564009926912891,0.256178455033143,0.1546641229773361,0.11017315697516437,theme_3,0.256178455033143
PG,2021,0.11143341589987904,0.06092371595544255,0.08670042931735354,0.08684164688455442,0.04988753655457245,0.05507123370608734,theme_0,0.11143341589987904
PM,2021,0.10089229009727779,0.14754267492333561,0.11496676798250016,0.08421452920391884,0.07195261096411978,0.061157303496928654,theme_1,0.14754267492333561
QCOM,2021,0.08607134474976003,0.09036035022663422,0.11077345557510013,0.17520712215767542,0.1288210691297829,0.32887670751019255,theme_5,0.32887670751019255
RTX,2021,0.051073260601415316,0.05884734234664746,0.08259648884476378,0.06222804115456004,0.07293542106153086,0.06926555667788102,theme_2,0.08259648884476378
SPGI,2021,0.1296699935434467,0.10886190795387514,0.11818385028652711,0.08889718680866102,0.06878281964042617,0.06633041843514484,theme_0,0.1296699935434467
TMO,2021,0.07640896617673135,0.2436234666243472,0.13276253023366993,0.08496365759039685,0.08285695507892156,0.07148713437110518,theme_1,0.2436234666243472
TSLA,2021,0.10494311149884399,0.11118346241640624,0.0910516649800203,0.1666442788290732,0.18220913691553486,0.14489891044976197,theme_4,0.18220913691553486
TXN,2021,1.4071094299220584e-308,1.3429379600960425e-308,2.015744070195174e-308,2.7047937733449027e-308,1.9398890037882726e-308,1.0,theme_5,1.0
UNH,2021,0.07753706342219989,0.3716304709690447,0.10583068650135678,0.08678541133492987,0.10250353170595311,0.07205855106469206,theme_1,0.3716304709690447
V,2021,1.5660590480244774e-308,1.737110947697645e-308,1.437178910295015e-308,1.859318129266976e-308,1.0,1.9136410001136514e-308,theme_4,1.0
WFC,2021,0.12050550808127349,0.08053377100633663,0.16417300975627236,0.12928881324019645,0.09996449708892081,0.1544454319886375,theme_2,0.16417300975627236
WMT,2021,0.11520637545618989,0.0955047127775607,0.12628741058704732,0.3249648110900927,0.13054009106240375,0.13696697447053288,theme_3,0.3249648110900927
XOM,2021,1.803962354403726e-308,1.6854225048108875e-308,1.0,2.1767725125519694e-308,1.4380634148199637e-308,1.8991992164729956e-308,theme_2,1.0
