ticker,year,theme_0,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,best_theme,best_score
AAPL,2023,3.4596887876671684e-308,2.435393708358444e-308,1.838397668005734e-308,2.821220837394564e-308,1.6875539854483114e-308,3.382811468071451e-308,1.0,theme_6,1.0
ABBV,2023,0.10511502016245491,0.06783953230578088,0.05673570375901112,0.0927597294135201,0.05301257996673811,0.43503916971973194,0.17188148506662942,theme_5,0.43503916971973194
ABT,2023,2.305617661328873e-308,1.34628519092826e-308,1.296137473934551e-308,2.039987425981342e-308,1.0290176966112543e-308,1.0,3.03842146199165e-308,theme_5,1.0
ACN,2023,0.10734540582311712,0.09277847569066902,0.22736859338242704,0.11500040260344166,0.07402477730912127,0.07782887693218096,0.12680734368534802,theme_2,0.22736859338242704
ADBE,2023,1.6103735384147597e-308,1.645089277767195e-308,1.0,1.559206628295855e-308,1.3759557354225735e-308,1.2846552297626297e-308,2.0364951488358715e-308,theme_2,1.0
AMD,2023,0.10113954485785547,0.09469526919842244,0.4241791023443523,0.09156412203671711,0.07324656479131389,0.07890125614732131,0.10111760233158285,theme_2,0.4241791023443523
AMZN,2023,2.4729205040651977e-308,1.0,1.9656310842631164e-308,2.2238353231455205e-308,2.249475015282438e-308,1.562597692716002e-308,2.618524126940056e-308,theme_1,1.0
AVGO,2023,0.10815864595515169,0.10753765442283869,0.41846711720762425,0.09579055429579668,0.07489394566692326,0.07616339249729234,0.1036476083892622,theme_2,0.41846711720762425
BAC,2023,3.3299161896169046e-308,1.9212201701188753e-308,1.481173530548986e-308,1.0,1.613829767306567e-308,2.00246474814613e-308,2.952434897446675e-308,theme_3,1.0
BRK-B,2023,2.5782349801924063e-308,1.5338771165407965e-308,1.411664292554776e-308,1.0,1.3976550627435454e-308,2.116476303703495e-308,2.474255599540122e-308,theme_3,1.0
COST,2023,2.3956664589371313e-308,1.0,1.7354335681310545e-308,2.2186904557317885e-308,2.418699692646104e-308,1.659262435423208e-308,2.7031606729950794e-308,theme_1,1.0
CRM,2023,0.1127563741212708,0.11239997061321073,0.31420925881912437,0.09391162538340117,0.07363760178074778,0.07530904708941188,0.11885459658729455,theme_2,0.31420925881912437
CSCO,2023,1.446684648382227e-308,2.745188680850142e-308,1.2981668242964655e-308,1.4613877391337597e-308,1.0,1.11486450266144e-308,2.0181600636292343e-308,theme_4,1.0
CVX,2023,1.0,2.372878616121963e-308,1.6624473214211963e-308,3.6131405876734076e-308,1.5532531596414355e-308,2.427587978331224e-308,3.7254828010953064e-308,theme_0,1.0
DIS,2023,2.6666671354526487e-308,2.892142773673295e-308,2.1237668483819036e-308,2.6326205748913637e-308,2.171981979992341e-308,2.347629096393269e-308,1.0,theme_6,1.0
GE,2023,0.09887826113887757,0.24954555772192316,0.08965459036546276,0.09638667412534477,0.18065566559123314,0.06930049068492207,0.11075444380168169,theme_1,0.24954555772192316
GOOGL,2023,1.679285159133198e-308,1.511088787125534e-308,1.0,1.5486725106510603e-308,1.204982325737361e-308,1.370652430411603e-308,1.9008897664795287e-308,theme_2,1.0
GS,2023,0.06879529670103061,0.09010172759903379,0.055148310335794336,0.08559617164917416,0.2908157241212241,0.04862681379144359,0.0848058893465978,theme_4,0.2908157241212241
HD,2023,0.07775963673859398,0.17320075321637854,0.07100813478792681,0.08217682689954525,0.39429423140527187,0.05941909036933174,0.10600185423895182,theme_4,0.39429423140527187
IBM,2023,0.07550352251116312,0.09248780585311148,0.2851403002713297,0.07262600898353319,0.07854974598519214,0.0528463255121602,0.09497635083473527,theme_2,0.2851403002713297
INTU,2023,0.10399001895527382,0.09777745638424909,0.2973918172320426,0.09828012302720728,0.07511305789172085,0.0760158981924158,0.11272435596324651,theme_2,0.2973918172320426
JNJ,2023,0.11555647395535705,0.061848375124826674,0.051617157767615975,0.1063691165271934,0.04607977671990906,0.18972146008740978,0.17757614842765154,theme_5,0.18972146008740978
JPM,2023,0.08164527817927163,0.06847822866548592,0.05026971259333312,0.16727317711068931,0.08561930989908272,0.05260912345700803,0.08233157270108475,theme_3,0.16727317711068931
KO,2023,0.07578015743896742,0.13817465621898123,0.07080590558739412,0.08576641089114251,0.45416018481858594,0.05995930083628051,0.11008794736763496,theme_4,0.45416018481858594
LIN,2023,1.0,2.4050177211984756e-308,1.7861216345345576e-308,2.8062846076094545e-308,1.3935738895959836e-308,2.5881498664044464e-308,3.8631131366383205e-308,theme_0,1.0
LLY,2023,2.1625833147930517e-308,1.440328369278191e-308,1.169823232864786e-308,2.113414546520984e-308,1.0931012069245973e-308,1.0,3.0317474969044445e-308,theme_5,1.0
MA,2023,1.51063923229235e-308,2.3554436938353386e-308,1.3311890257434035e-308,1.6649938700925217e-308,1.0,1.114621777692742e-308,1.9805541670570874e-308,theme_4,1.0
MCD,2023,0.10805783577139969,0.2842798309706617,0.08855510163539465,0.10557397140169589,0.1854703307775868,0.07475305825141117,0.11663266061798169,theme_1,0.2842798309706617
META,2023,0.07834091380503462,0.06691116764676723,0.4498982696769463,0.07217784457050323,0.05414547201592938,0.06815887723448995,0.09194362316587076,theme_2,0.4498982696769463
MRK,2023,1.952115359315007e-308,1.282072810415287e-308,1.162924888448557e-308,2.0210934993400963e-308,1.0202170286915515e-308,1.0,2.7108699482609983e-308,theme_5,1.0
MS,2023,0.09730572317164755,0.21739389604488524,0.08066297353978019,0.10562305823287897,0.13149757243172014,0.07073848907842882,0.1396542996208038,theme_1,0.21739389604488524
MSFT,2023,0.08917723235121629,0.08274123527495601,0.3529634850611586,0.08875132520708484,0.06585190312230599,0.0690000437023599,0.09952209982537488,theme_2,0.3529634850611586
NEE,2023,1.324667166610738e-308,2.227328870817655e-308,1.216657815297864e-308,1.3954172284319576e-308,1.0,9.96492432554695e-309,1.6160525171692046e-308,theme_4,1.0
NFLX,2023,0.08030896012029554,0.09033389217152875,0.049004118328991306,0.08266066922620946,0.06463607860770794,0.06819944955848238,0.22948011501057616,theme_6,0.22948011501057616
NVDA,2023,0.10853604184991046,0.10200394013581567,0.40967851537845096,0.09724168699254969,0.07747376672577722,0.08235678212202947,0.10736818523035567,theme_2,0.40967851537845096
ORCL,2023,1.5922362696405755e-308,1.7987669241808574e-308,1.0,1.4621185900575244e-308,1.368379940583992e-308,1.167711585394225e-308,1.80981478989423e-308,theme_2,1.0
PEP,2023,1.3296195920431656e-308,2.360592357680895e-308,1.280563487817387e-308,1.389845768626148e-308,1.0,1.023719531972122e-308,1.7708576711309307e-308,theme_4,1.0
PG,2023,3.783914840925311e-308,2.575613056020561e-308,1.799750591506251e-308,3.2360404060287023e-308,1.5512934748786983e-308,3.115168906100524e-308,1.0,theme_6,1.0
PM,2023,0.0985132533452524,0.07111553788069105,0.045530094510147806,0.10166119412606742,0.04273495899259926,0.10722223104775543,0.21751235322888926,theme_6,0.21751235322888926
QCOM,2023,0.06622820450789828,0.11558502251007315,0.05658227814050283,0.06755424256075805,0.2901191445019804,0.051559790931781986,0.10964500686202301,theme_4,0.2901191445019804
RTX,2023,0.12500671606959904,0.07485745004291555,0.09504972313220676,0.10389943154299593,0.04770035943778596,0.08002474486652289,0.14087341441222184,theme_6,0.14087341441222184
SPGI,2023,0.11593652228437205,0.07655595152326469,0.11555101213482111,0.14888391976127419,0.05969743460925194,0.09364606359935525,0.135884694319214,theme_3,0.14888391976127419
TMO,2023,0.11350048931655102,0.058872608149081226,0.05189089061326941,0.09221015354312703,0.04238417711358771,0.16511131765841536,0.16031998673737094,theme_5,0.16511131765841536
TSLA,2023,0.1264184254530674,0.11156072619518799,0.14320301596531695,0.09562571304869158,0.06092833023024544,0.07087204098671325,0.108525305220282,theme_2,0.14320301596531695
TXN,2023,0.15297118472973373,0.3114082851990472,0.09649339447294543,0.11040101402500538,0.08103768574782376,0.08066153057116443,0.14704867523752518,theme_1,0.3114082851990472
UNH,2023,0.10113209222604565,0.05789044649719527,0.0600136057721023,0.10904415626679308,0.04585535386673109,0.3597958410860177,0.13746424721817624,theme_5,0.3597958410860177
V,2023,0.1028442394887135,0.09658447484849132,0.2808236921004866,0.10889490699122058,0.08490201796462737,0.0723583942655373,0.11488500198707964,theme_2,0.2808236921004866
WFC,2023,2.639387569273795e-308,1.6733606178469304e-308,1.382495747049269e-308,1.0,1.632534552112117e-308,1.7868643716626905e-308,2.280900761558758e-308,theme_3,1.0
WMT,2023,2.1224838531706916e-308,1.0,1.78821764214324e-308,2.0838948438700674e-308,3.1159792030434083e-308,1.6094656776976707e-308,3.035365342711691e-308,theme_1,1.0
XOM,2023,1.0,2.334704722594789e-308,1.690632410956335e-308,3.7253430956230053e-308,1.6594368775582243e-308,2.183216635820346e-308,3.387211632086195e-308,theme_0,1.0
